id;amount_answer_tokens;confidence_per_choice
('high_school_psychology', 506);2;[8.152020714470167e-09, 1.186112015134383e-08, 8.764248219443636e-08, 0.9999998807907247]
('high_school_psychology', 507);2;[1.3615261080896538e-13, 1.2015425731771786e-13, 7.287724095819692e-14, 1.0]
('high_school_psychology', 508);2;[1.0603575991523846e-13, 1.9810087980489796e-13, 2.8823507934443873e-13, 1.0]
('high_school_psychology', 509);2;[1.0, 2.061153622438558e-09, 1.186112015134383e-08, 4.363462252943702e-09]
('high_school_psychology', 510);2;[4.277787868968998e-11, 2.061153622438558e-09, 1.0, 1.917171513758312e-10]
('high_school_psychology', 511);2;[1.0, 5.384940217754036e-13, 6.224144622907783e-11, 6.560200168153779e-12]
('high_school_psychology', 512);2;[4.5990553786523166e-10, 1.8189616875530459e-09, 2.646573638909117e-09, 1.0]
('high_school_macroeconomics', 162);2;[3.2241867372567335e-08, 1.186112015134383e-08, 4.058652126475693e-10, 1.0]
('high_school_macroeconomics', 163);2;[1.103256032343554e-09, 1.4166087866431961e-09, 0.9999991655356624, 8.315279260963632e-07]
('high_school_macroeconomics', 164);2;[1.0, 1.783247290814639e-11, 4.5990553786523166e-10, 5.109089028063325e-12]
('high_school_macroeconomics', 165);2;[1.4166087866431961e-09, 3.398267819495071e-09, 0.9999995231630692, 5.04347662567888e-07]
('high_school_macroeconomics', 166);2;[3.5817206038193513e-10, 3.850712544050321e-09, 0.9999921322487634, 7.88926463665814e-06]
('high_school_macroeconomics', 167);2;[1.0, 1.57371021068629e-11, 1.6052280551856116e-09, 2.289734845645553e-11]
('high_school_macroeconomics', 168);2;[7.991959892953932e-11, 1.0, 9.237449661970594e-09, 2.646573638909117e-09]
('high_school_macroeconomics', 169);2;[1.5428112031918877e-13, 3.2661313427874473e-13, 1.2015425731771786e-13, 1.0]
('high_school_macroeconomics', 170);2;[2.9400777392844726e-11, 1.8795288165390832e-12, 1.1399918530443554e-12, 1.0]
('high_school_macroeconomics', 171);2;[4.563696684812362e-06, 0.028800066397770673, 0.01746812327200749, 0.9537272294141665]
('high_school_macroeconomics', 172);2;[4.363462252943702e-09, 3.398267819495071e-09, 5.602796437537268e-09, 1.0]
('high_school_macroeconomics', 173);2;[2.289734845645553e-11, 1.0, 2.061153622438558e-09, 3.581747930283181e-10]
('high_school_macroeconomics', 174);2;[1.0, 5.384940217754036e-13, 2.9400777392844726e-11, 1.8795288165390832e-12]
('high_school_macroeconomics', 175);2;[1.0, 1.2256067444099483e-11, 1.186112015134383e-08, 2.289734845645553e-11]
('high_school_macroeconomics', 176);2;[2.289734845645553e-11, 1.0, 2.646573638909117e-09, 2.5946094982764667e-11]
('high_school_macroeconomics', 177);2;[8.592166619174109e-10, 1.0, 7.194133030325383e-09, 2.061153622438558e-09]
('high_school_macroeconomics', 178);2;[1.0, 4.058652126475693e-10, 4.363462252943702e-09, 1.2501528663867426e-09]
('high_school_macroeconomics', 179);2;[0.0031726815950245692, 0.9968270920910962, 9.899686610456958e-08, 1.1217814568485675e-07]
('high_school_macroeconomics', 180);2;[0.060035098175425274, 0.00019107851203264332, 0.0006669295387954244, 0.939106891911032]
('high_school_macroeconomics', 181);2;[0.9933049136326063, 2.494187592790319e-08, 2.245196120283386e-06, 0.006692835307233859]
('high_school_macroeconomics', 182);2;[1.0, 6.914400106940203e-13, 6.224144622907783e-11, 1.2015425731771786e-13]
('high_school_macroeconomics', 183);2;[0.9968244861667227, 5.696860007144837e-07, 2.2531518407995695e-06, 0.0031726740307712084]
('high_school_macroeconomics', 184);2;[1.0815941557285693e-11, 2.289734845645553e-11, 6.560200168153779e-12, 1.0]
('high_school_macroeconomics', 185);2;[2.061153622438558e-09, 3.398267819495071e-09, 1.2501528663867426e-09, 1.0]
('high_school_macroeconomics', 186);2;[8.315279260963632e-07, 1.4449788680693535e-07, 1.4449788680693535e-07, 0.999998927117538]
('high_school_macroeconomics', 187);2;[1.162823303022097e-10, 4.363462252943702e-09, 1.0, 1.9555681087850496e-08]
('high_school_macroeconomics', 188);2;[1.3887943864964021e-11, 4.8473687062702556e-11, 5.109089028063325e-12, 1.0]
('high_school_macroeconomics', 189);2;[1.0677009553134769e-06, 0.9999970197767496, 1.4449761119935134e-07, 1.7603412757721762e-06]
('high_school_macroeconomics', 190);2;[1.0, 2.129785170955785e-12, 2.289734845645553e-11, 2.9400777392844726e-11]
('high_school_macroeconomics', 191);2;[7.433680672352188e-12, 1.0, 1.3176514270095466e-10, 5.789356328730652e-12]
('high_school_macroeconomics', 192);2;[7.991959892953932e-11, 1.783247290814639e-11, 6.224144622907783e-11, 1.0]
('high_school_macroeconomics', 193);2;[6.016523686981488e-08, 4.358355140757578e-09, 0.998830376795955, 0.0011695103074966034]
('high_school_macroeconomics', 194);2;[3.5114221133765118e-12, 1.162823303022097e-10, 1.0, 2.646573638909117e-09]
('high_school_macroeconomics', 195);2;[5.027470899893977e-07, 0.0031726785693210607, 8.288898210481114e-07, 0.9968260260935996]
('high_school_macroeconomics', 196);2;[1.2256067444099483e-11, 7.991959892953932e-11, 1.0, 4.8473687062702556e-11]
('high_school_macroeconomics', 197);2;[2.510999155743982e-08, 1.0, 3.2241867372567335e-08, 3.581747930283181e-10]
('high_school_macroeconomics', 198);2;[0.04741013754471157, 0.952258071735148, 1.2386310042656441e-05, 0.0003194471463198517]
('high_school_macroeconomics', 199);2;[4.5990553786523166e-10, 1.3176514270095466e-10, 4.5990553786523166e-10, 1.0]
('high_school_macroeconomics', 200);2;[3.581747930283181e-10, 5.905303998944039e-10, 1.0, 2.7894680928689246e-10]
('high_school_macroeconomics', 201);2;[1.57371021068629e-11, 1.0, 2.172439935079017e-10, 1.1399918530443554e-12]
('high_school_macroeconomics', 202);2;[6.224144622907783e-11, 9.736200313009565e-10, 1.6918979226151304e-10, 1.0]
('high_school_macroeconomics', 203);2;[4.5990553786523166e-10, 1.3887943864964021e-11, 1.2256067444099483e-11, 1.0]
('high_school_macroeconomics', 204);2;[5.829127258796956e-05, 7.193707669587042e-09, 0.9999417100552707, 3.850514243571176e-09]
('high_school_macroeconomics', 205);2;[2.129785170955785e-12, 1.0, 3.581747930283181e-10, 5.602796437537268e-09]
('high_school_macroeconomics', 206);2;[0.001501181950907551, 4.937024620618873e-09, 0.9984986705837912, 1.4428114614506754e-07]
('high_school_macroeconomics', 207);2;[0.01797264841696578, 5.7202972967428975e-05, 0.0006968752050059006, 0.9812732871351821]
('high_school_macroeconomics', 208);2;[6.224144622907783e-11, 1.0, 3.2241867372567335e-08, 3.1608814543136926e-10]
('high_school_macroeconomics', 209);2;[1.6991330963012826e-09, 0.49999999904767284, 1.6120925968520502e-08, 0.49999999904767284]
('high_school_macroeconomics', 210);2;[0.679178473840425, 3.4254207574784386e-07, 0.320821194383905, 2.81175658163892e-08]
('high_school_macroeconomics', 211);2;[2.061153622438558e-09, 2.5946094982764667e-11, 1.0, 2.413362771833214e-12]
('high_school_macroeconomics', 212);2;[5.109089028063325e-12, 5.109089028063325e-12, 1.0, 1.026187963170189e-10]
('high_school_macroeconomics', 213);2;[5.315775115378354e-08, 5.043471815847051e-07, 0.999998927117538, 5.043471815847051e-07]
('high_school_macroeconomics', 214);2;[0.2226989523275234, 0.7772957198905016, 4.214691957968206e-06, 1.2075294632459577e-06]
('high_school_macroeconomics', 215);2;[7.888670279712242e-06, 3.058769409414911e-07, 7.484561971404228e-05, 0.9999169180254854]
('high_school_macroeconomics', 216);2;[0.00857748084041173, 6.767050028127776e-08, 0.991421890881286, 5.665981618254259e-07]
('high_school_macroeconomics', 217);2;[2.061153622438558e-09, 4.363462252943702e-09, 1.0, 1.103256032343554e-09]
('high_school_macroeconomics', 218);2;[2.413362771833214e-12, 2.2447770550209742e-13, 8.878265478459658e-13, 1.0]
('high_school_macroeconomics', 219);2;[9.736200313009565e-10, 8.315279260963632e-07, 0.9999991655356624, 2.8453348089834e-08]
('high_school_macroeconomics', 220);2;[3.775134544279098e-11, 1.2501528663867426e-09, 1.1253517471925912e-07, 0.9999998807907247]
('high_school_macroeconomics', 221);2;[1.5229950695859287e-08, 5.315775115378354e-08, 1.0677029917933763e-06, 0.9999988079084972]
('high_school_macroeconomics', 222);2;[0.9914127517675558, 1.9776049298460893e-06, 0.008577399039570017, 7.821579225167248e-06]
('high_school_macroeconomics', 223);2;[8.764248219443636e-08, 2.510999155743982e-08, 0.9999998807907247, 9.237449661970594e-09]
('high_school_macroeconomics', 224);2;[3.398267819495071e-09, 1.522997974471263e-08, 2.7894680928689246e-10, 1.0]
('high_school_macroeconomics', 225);2;[0.9999982118638471, 7.19411930861867e-09, 1.7603429545652396e-06, 1.18610975280741e-08]
('high_school_macroeconomics', 226);2;[3.775134544279098e-11, 2.061153622438558e-09, 1.186112015134383e-08, 1.0]
('high_school_macroeconomics', 227);2;[1.0, 6.224144622907783e-11, 2.289734845645553e-11, 3.775134544279098e-11]
('high_school_macroeconomics', 228);2;[1.6918979226151304e-10, 6.560200168153779e-12, 5.109089028063325e-12, 1.0]
('high_school_macroeconomics', 229);2;[2.4616969518153846e-10, 2.646573638909117e-09, 0.9999997615814777, 2.382369667501818e-07]
('high_school_macroeconomics', 230);2;[1.6050290551017823e-09, 8.763161715800284e-08, 0.9998765144262002, 0.0001233946226544279]
('high_school_macroeconomics', 231);2;[2.646573638909117e-09, 7.05287985111216e-11, 1.0, 1.6918979226151304e-10]
('high_school_macroeconomics', 232);2;[1.0, 5.109089028063325e-12, 3.581747930283181e-10, 3.775134544279098e-11]
('high_school_macroeconomics', 233);2;[3.581747930283181e-10, 2.020683909022217e-11, 1.0, 2.7894680928689246e-10]
('high_school_macroeconomics', 234);2;[1.0, 2.7894680928689246e-10, 1.6052280551856116e-09, 9.056076989672867e-11]
('high_school_macroeconomics', 235);2;[1.3176514270095466e-10, 1.0, 5.602796437537268e-09, 4.058652126475693e-10]
('high_school_macroeconomics', 236);2;[5.109089028063325e-12, 6.914400106940203e-13, 2.413362771833214e-12, 1.0]
('high_school_macroeconomics', 237);2;[0.9999988079084972, 6.348788006680007e-09, 6.825590357542018e-08, 1.0677029917933763e-06]
('high_school_macroeconomics', 238);2;[4.058652126475693e-10, 4.5990553786523166e-10, 1.6052280551856116e-09, 1.0]
('high_school_macroeconomics', 239);2;[2.289734845645553e-11, 1.463778514125909e-12, 1.0, 1.1399918530443554e-12]
('high_school_macroeconomics', 240);2;[1.006039279283317e-12, 6.914400106940203e-13, 1.006039279283317e-12, 1.0]
('high_school_macroeconomics', 241);2;[4.277787868968998e-11, 1.0, 2.646573638909117e-09, 1.3887943864964021e-11]
('high_school_macroeconomics', 242);2;[7.73238636605596e-08, 1.3705995851984936e-06, 0.9997373317463208, 0.0002611900485022231]
('high_school_macroeconomics', 243);2;[9.056076989672867e-11, 2.061153622438558e-09, 2.7894680928689246e-10, 1.0]
('high_school_macroeconomics', 244);2;[2.2447770550209742e-13, 8.878265478459658e-13, 3.2661313427874473e-13, 1.0]
('high_school_macroeconomics', 245);2;[5.315673725981295e-08, 0.9999784235841962, 8.764064340127165e-08, 2.1444937927240387e-05]
('high_school_macroeconomics', 246);2;[5.211412487888539e-10, 2.510999155743982e-08, 6.47594599989589e-07, 0.9999992847447459]
('high_school_macroeconomics', 247);2;[1.0, 2.8823507934443873e-13, 2.9400777392844726e-11, 5.109089028063325e-12]
('high_school_macroeconomics', 248);2;[3.535625324942473e-05, 1.4165574502035922e-09, 1.522942782597352e-08, 0.9999645960934689]
('high_school_macroeconomics', 249);2;[5.602796437537268e-09, 2.020683909022217e-11, 3.775134544279098e-11, 1.0]
('high_school_macroeconomics', 250);2;[7.05287985111216e-11, 9.056076989672867e-11, 2.646573638909117e-09, 1.0]
('high_school_macroeconomics', 251);2;[1.103256032343554e-09, 1.0, 1.4166087866431961e-09, 1.186112015134383e-08]
('high_school_macroeconomics', 252);2;[1.0, 2.7894680928689246e-10, 4.363462252943702e-09, 4.277787868968998e-11]
('high_school_macroeconomics', 253);2;[4.5986167994662993e-10, 3.397943750874141e-09, 0.9999039265409296, 9.610239492660866e-05]
('high_school_macroeconomics', 254);2;[1.955564378838448e-08, 4.139929822488149e-08, 0.9999976158197796, 2.2603250957489616e-06]
('high_school_macroeconomics', 255);2;[1.0, 1.2917800047859961e-12, 3.775134544279098e-11, 2.129785170955785e-12]
('high_school_macroeconomics', 256);2;[2.7894680928689246e-10, 2.172439935079017e-10, 1.0, 4.944450501938644e-09]
('high_school_macroeconomics', 257);2;[4.058652126475693e-10, 2.061153622438558e-09, 1.9555681087850496e-08, 1.0]
('high_school_macroeconomics', 258);2;[0.9999992847447459, 1.9555681087850496e-08, 6.47594599989589e-07, 6.82560337633487e-08]
('high_school_macroeconomics', 259);2;[0.9968273290569476, 4.126803354619375e-08, 0.0031726831078774057, 3.1508532435226283e-10]
('high_school_macroeconomics', 260);2;[6.086820706199226e-07, 0.9399110073983515, 1.8748727695578007e-06, 0.06008650557593084]
('high_school_macroeconomics', 261);2;[1.006039279283317e-12, 3.701011678592672e-13, 4.752193062771153e-13, 1.0]
('high_school_macroeconomics', 262);2;[4.752193062771153e-13, 4.752193062771153e-13, 3.775134544279098e-11, 1.0]
('high_school_macroeconomics', 263);2;[1.3887943864964021e-11, 5.109089028063325e-12, 4.1937956583795446e-13, 1.0]
('high_school_macroeconomics', 264);2;[0.9999996423722521, 3.927863545481039e-07, 1.9555681087850496e-08, 7.194133030325383e-09]
('high_school_macroeconomics', 265);2;[2.289734845645553e-11, 2.129785170955785e-12, 1.0, 4.508755242294825e-12]
('high_school_macroeconomics', 266);2;[2.646568590975319e-09, 5.043471815847051e-07, 0.9999986886995842, 8.315279260963632e-07]
('high_school_macroeconomics', 267);2;[0.9999982118638471, 3.775127343788253e-11, 1.7603429545652396e-06, 1.2501504819116561e-09]
('high_school_macroeconomics', 268);2;[0.9999998807907247, 2.289734845645553e-11, 4.363462252943702e-09, 1.4449802461092448e-07]
('high_school_macroeconomics', 269);2;[0.9999998807907247, 8.152020714470167e-09, 1.4449802461092448e-07, 2.215948977336598e-08]
('high_school_macroeconomics', 270);2;[2.335530672569369e-09, 0.9999724634116024, 3.224100643331903e-08, 2.7535687796947383e-05]
('high_school_macroeconomics', 271);2;[8.198332060604033e-07, 2.661608731698163e-07, 0.9859353381912022, 0.014063613108266473]
('high_school_macroeconomics', 272);2;[1.8553772071572618e-07, 7.88926463665814e-06, 1.6052158083141841e-09, 0.9999918938339075]
('high_school_macroeconomics', 273);2;[1.1253517471925912e-07, 2.335593038799337e-09, 0.9999998807907247, 1.9555681087850496e-08]
('high_school_macroeconomics', 274);2;[1.783247290814639e-11, 2.9400777392844726e-11, 1.0, 1.3176514270095466e-10]
('high_school_macroeconomics', 275);2;[2.289630032301502e-11, 4.539785156619626e-05, 0.999954464125005, 1.1253002338568522e-07]
('high_school_macroeconomics', 276);2;[1.2015425731771786e-13, 5.384940217754036e-13, 2.543665647376923e-13, 1.0]
('high_school_macroeconomics', 277);2;[1.0, 1.3176514270095466e-10, 2.061153622438558e-09, 4.363462252943702e-09]
('high_school_macroeconomics', 278);2;[1.026187963170189e-10, 2.172439935079017e-10, 8.423463754468647e-12, 1.0]
('high_school_macroeconomics', 279);2;[1.4449761119935134e-07, 5.315775115378354e-08, 2.260322940135999e-06, 0.9999974966112362]
('high_school_macroeconomics', 280);2;[1.8553789765836951e-07, 6.023539370819118e-08, 0.9999935627400018, 6.144171336422507e-06]
('high_school_macroeconomics', 281);2;[0.9999716289935482, 1.8553382802026496e-07, 2.7535661536881667e-05, 6.475766900014682e-07]
('high_school_macroeconomics', 282);2;[3.775134544279098e-11, 1.0, 1.026187963170189e-10, 1.8795288165390832e-12]
('high_school_macroeconomics', 283);2;[1.0, 1.6052280551856116e-09, 1.186112015134383e-08, 2.5946094982764667e-11]
('high_school_macroeconomics', 284);2;[6.691586091292782e-10, 1.0, 2.510999155743982e-08, 4.5990553786523166e-10]
('high_school_macroeconomics', 285);2;[3.5114221133765118e-12, 1.0, 2.7894680928689246e-10, 1.6586783589142312e-12]
('high_school_macroeconomics', 286);2;[1.0, 1.3887943864964021e-11, 3.581747930283181e-10, 2.061153622438558e-09]
('high_school_macroeconomics', 287);2;[8.764248219443636e-08, 0.9999998807907247, 8.152020714470167e-09, 2.335593038799337e-09]
('high_school_macroeconomics', 288);2;[2.510156371468459e-08, 0.00033534971441097653, 0.9996634662716496, 1.2094599176680312e-06]
('high_school_macroeconomics', 289);2;[1.0, 4.8473687062702556e-11, 7.582560427911907e-10, 1.026187963170189e-10]
('high_school_macroeconomics', 290);2;[2.7535687796947383e-05, 4.363345737486683e-09, 1.186080342949428e-08, 0.9999724634116024]
('high_school_macroeconomics', 291);2;[3.5114221133765118e-12, 1.0, 2.9400777392844726e-11, 1.57371021068629e-11]
('high_school_macroeconomics', 292);2;[2.9400777392844726e-11, 1.026187963170189e-10, 2.172439935079017e-10, 1.0]
('high_school_macroeconomics', 293);2;[1.0, 2.5946094982764667e-11, 2.646573638909117e-09, 2.9400777392844726e-11]
('high_school_macroeconomics', 294);2;[7.991959892953932e-11, 1.0, 1.522997974471263e-08, 5.211412487888539e-10]
('high_school_macroeconomics', 295);2;[0.9999998807907247, 3.398267819495071e-09, 8.764248219443636e-08, 5.602796437537268e-09]
('high_school_macroeconomics', 296);2;[4.139937718785167e-08, 8.764248219443636e-08, 1.9555681087850496e-08, 0.9999998807907247]
('high_school_macroeconomics', 297);2;[2.172439935079017e-10, 0.9999996423722521, 1.186112015134383e-08, 3.059023205018258e-07]
('high_school_macroeconomics', 298);2;[2.9989608248573072e-09, 5.3157852544244216e-08, 1.0, 8.152020714470167e-09]
('high_school_macroeconomics', 299);2;[1.0603575991523846e-13, 2.543665647376923e-13, 1.3887943864964021e-11, 1.0]
('high_school_macroeconomics', 300);2;[3.059020287707785e-07, 6.82560337633487e-08, 2.3823673954981372e-07, 0.9999994039539004]
('high_school_macroeconomics', 301);2;[9.545034922840628e-12, 2.020683909022217e-11, 1.3176514270095466e-10, 1.0]
('high_school_macroeconomics', 302);2;[5.8851266233606486e-08, 0.9770150225380583, 7.707987409417923e-06, 0.02297719211031028]
('high_school_macroeconomics', 303);2;[0.9999996423722521, 1.162823303022097e-10, 9.736200313009565e-10, 3.927863545481039e-07]
('high_school_macroeconomics', 304);2;[2.510999155743982e-08, 6.224144622907783e-11, 9.736200313009565e-10, 1.0]
('high_school_macroeconomics', 305);2;[5.211412487888539e-10, 1.0, 9.237449661970594e-09, 1.162823303022097e-10]
('high_school_macroeconomics', 306);2;[2.129785170955785e-12, 6.560200168153779e-12, 1.0, 7.991959892953932e-11]
('high_school_macroeconomics', 307);2;[1.0, 2.7894680928689246e-10, 1.026187963170189e-10, 2.9400777392844726e-11]
('high_school_macroeconomics', 308);2;[2.172439935079017e-10, 7.991959892953932e-11, 4.8473687062702556e-11, 1.0]
('high_school_macroeconomics', 309);2;[0.9815130185147568, 0.0109036239937752, 0.005150507278323807, 0.0024329273679293225]
('high_school_macroeconomics', 310);2;[2.061153622438558e-09, 0.9999994039539004, 6.47594599989589e-07, 1.522997974471263e-08]
('high_school_macroeconomics', 311);2;[2.902306569341241e-06, 0.9999948740268748, 2.260318628916241e-06, 1.1032497194799603e-09]
('high_school_macroeconomics', 312);2;[4.690139923671958e-06, 0.01795209211778635, 0.9801510425894815, 0.001892136588477838]
('high_school_macroeconomics', 313);2;[1.186112015134383e-08, 9.237449661970594e-09, 6.82560337633487e-08, 0.9999998807907247]
('high_school_macroeconomics', 314);2;[4.363445607687925e-09, 0.9999963045256735, 3.7266389560521204e-06, 2.2159405241782167e-08]
('high_school_macroeconomics', 315);2;[6.224144622907783e-11, 6.560200168153779e-12, 5.384940217754036e-13, 1.0]
('high_school_macroeconomics', 316);2;[7.433680672352188e-12, 5.4927883509546835e-11, 1.0, 2.4616969518153846e-10]
('high_school_macroeconomics', 317);2;[1.0, 1.3887943864964021e-11, 1.3176514270095466e-10, 2.9400777392844726e-11]
('high_school_macroeconomics', 318);2;[1.6918979226151304e-10, 2.9400777392844726e-11, 2.289734845645553e-11, 1.0]
('high_school_macroeconomics', 319);2;[1.0, 1.8795288165390832e-12, 4.8473687062702556e-11, 1.463778514125909e-12]
('high_school_macroeconomics', 320);2;[2.5109943663977427e-08, 0.9999982118638471, 3.9278560536830205e-07, 1.370956471489639e-06]
('high_school_macroeconomics', 321);2;[1.026187963170189e-10, 3.331544542166412e-11, 1.0, 6.224144622907783e-11]
('high_school_macroeconomics', 322);2;[1.026187963170189e-10, 7.05287985111216e-11, 1.0, 1.6052280551856116e-09]
('high_school_macroeconomics', 323);2;[3.398267819495071e-09, 1.6052280551856116e-09, 2.7894680928689246e-10, 1.0]
('high_school_macroeconomics', 324);2;[1.9555681087850496e-08, 2.172439935079017e-10, 1.6918979226151304e-10, 1.0]
('high_school_macroeconomics', 325);2;[5.829127258796956e-05, 8.76373002398104e-08, 6.825199805302815e-08, 0.9999415908602124]
('high_school_macroeconomics', 326);2;[5.4927883509546835e-11, 2.172439935079017e-10, 1.0, 5.109089028063325e-12]
('high_school_macroeconomics', 327);2;[0.4376446728178974, 0.00039908033203772745, 9.38546534965531e-06, 0.5619468833761709]
('high_school_macroeconomics', 328);2;[5.109089028063325e-12, 2.289734845645553e-11, 7.835041785064389e-13, 1.0]
('high_school_macroeconomics', 329);2;[1.0, 4.8473687062702556e-11, 2.061153622438558e-09, 2.413362771833214e-12]
('high_school_macroeconomics', 330);2;[4.5990553786523166e-10, 2.3823673954981372e-07, 0.9999994039539004, 3.059020287707785e-07]
('high_school_macroeconomics', 331);2;[2.9400777392844726e-11, 2.9400777392844726e-11, 3.398267819495071e-09, 1.0]
('high_school_macroeconomics', 332);2;[0.9999998807907247, 5.602796437537268e-09, 1.1253517471925912e-07, 7.582560427911907e-10]
('high_school_macroeconomics', 333);2;[0.9959295456399748, 1.3385712751449087e-08, 3.911874949967985e-07, 0.004070135999190959]
('high_school_macroeconomics', 334);2;[5.905303998944039e-10, 1.0, 1.6052280551856116e-09, 1.3176514270095466e-10]
('high_school_macroeconomics', 335);2;[1.0, 2.543665647376923e-13, 1.0815941557285693e-11, 3.97896253583724e-12]
('high_school_macroeconomics', 336);2;[0.9984233243299694, 7.473378210839766e-05, 0.00150106885571292, 8.302173267319444e-07]
('high_school_macroeconomics', 337);2;[2.061153622438558e-09, 1.917171513758312e-10, 4.139937718785167e-08, 1.0]
('high_school_macroeconomics', 338);2;[0.561566379118884, 1.1201752479505924e-06, 0.0010840780101042905, 0.4373483358043603]
('high_school_macroeconomics', 339);2;[1.0, 1.522997974471263e-08, 1.522997974471263e-08, 4.058652126475693e-10]
('high_school_macroeconomics', 340);2;[3.5114221133765118e-12, 3.97896253583724e-12, 1.0, 6.224144622907783e-11]
('high_school_macroeconomics', 341);2;[1.0815941557285693e-11, 7.991959892953932e-11, 1.8795288165390832e-12, 1.0]
('high_school_macroeconomics', 342);2;[6.560200168153779e-12, 1.2917800047859961e-12, 1.8795288165390832e-12, 1.0]
('high_school_macroeconomics', 343);2;[2.061153622438558e-09, 1.3887943864964021e-11, 2.9400777392844726e-11, 1.0]
('high_school_macroeconomics', 344);2;[2.9019965861102723e-06, 9.610092853162381e-05, 1.3005846382128783e-05, 0.9998879558243913]
('high_school_macroeconomics', 345);2;[1.0, 7.194133030325383e-09, 2.4616969518153846e-10, 7.582560427911907e-10]
('high_school_macroeconomics', 346);2;[0.998488449488824, 0.0015011669187767701, 1.0114783135498314e-05, 2.099256267133321e-07]
('high_school_macroeconomics', 347);2;[3.775134544279098e-11, 3.5114221133765118e-12, 1.0, 7.582560427911907e-10]
('high_school_macroeconomics', 348);2;[2.9400777392844726e-11, 1.026187963170189e-10, 1.0, 4.508755242294825e-12]
('high_school_macroeconomics', 349);2;[0.9859580507194292, 0.0014823278435529164, 0.008530207775227417, 0.0040293848409487755]
('high_school_macroeconomics', 350);2;[2.244237073900291e-06, 0.9928801401059346, 0.006689973240229641, 0.0004276756807779882]
('high_school_macroeconomics', 351);2;[1.0, 4.8473687062702556e-11, 9.237449661970594e-09, 3.331544542166412e-11]
('high_school_macroeconomics', 352);2;[5.829127258796956e-05, 0.9999415908602124, 8.76373002398104e-08, 1.6051331443759446e-09]
('high_school_macroeconomics', 353);2;[7.582560427911907e-10, 6.560200168153779e-12, 7.991959892953932e-11, 1.0]
('high_school_macroeconomics', 354);2;[2.172439935079017e-10, 3.0988191387218256e-12, 1.1399918530443554e-12, 1.0]
('high_school_macroeconomics', 355);2;[1.0677029917933763e-06, 0.9999986886995842, 3.224180587614433e-08, 2.3823673954981372e-07]
('high_school_macroeconomics', 356);2;[4.363462252943702e-09, 1.0, 1.522997974471263e-08, 1.103256032343554e-09]
('high_school_macroeconomics', 357);2;[6.34880011604368e-09, 0.9999995231630692, 5.04347662567888e-07, 1.0467401794744658e-08]
('high_school_macroeconomics', 358);2;[2.7894680928689246e-10, 1.0, 2.510999155743982e-08, 1.2501528663867426e-09]
('high_school_macroeconomics', 359);2;[1.0, 1.3176514270095466e-10, 1.2501528663867426e-09, 2.7894680928689246e-10]
('high_school_macroeconomics', 360);2;[1.0, 2.061153622438558e-09, 3.581747930283181e-10, 1.3176514270095466e-10]
('high_school_macroeconomics', 361);2;[3.7266389560521204e-06, 5.21139260796549e-10, 0.9999963045256735, 6.691560564966305e-10]
('high_school_psychology', 513);2;[5.109089028063325e-12, 7.433680672352188e-12, 3.581747930283181e-10, 1.0]
('high_school_psychology', 514);2;[1.7535720038793314e-06, 0.7758037846096425, 0.0019230252051459125, 0.22227149246453856]
('high_school_psychology', 515);2;[1.026187963170189e-10, 2.129785170955785e-12, 3.0988191387218256e-12, 1.0]
('high_school_psychology', 516);2;[0.0031713853453268315, 7.45838345628681e-05, 0.0003342615561843084, 0.9964197767710683]
('high_school_psychology', 517);2;[1.6052280551856116e-09, 2.061153622438558e-09, 1.522997974471263e-08, 1.0]
('high_school_psychology', 518);2;[4.1937956583795446e-13, 4.1937956583795446e-13, 1.0, 1.6918979226151304e-10]
('high_school_psychology', 519);2;[5.109089028063325e-12, 5.109089028063325e-12, 1.0, 1.57371021068629e-11]
('high_school_psychology', 520);2;[3.775134544279098e-11, 1.6918979226151304e-10, 4.139937718785167e-08, 1.0]
('high_school_psychology', 521);2;[4.058652126475693e-10, 9.736200313009565e-10, 1.0, 4.363462252943702e-09]
('high_school_psychology', 522);2;[2.020683909022217e-11, 1.3176514270095466e-10, 1.0, 1.103256032343554e-09]
('high_school_psychology', 523);2;[1.0815941557285693e-11, 1.0, 4.363462252943702e-09, 1.3176514270095466e-10]
('high_school_psychology', 524);2;[4.598844855423119e-10, 4.539785156619626e-05, 0.9999541065280364, 5.043245758925123e-07]
('high_school_psychology', 525);2;[0.9999961853172863, 8.764214786553686e-08, 3.7266389560521204e-06, 5.315764976351624e-08]
('high_school_psychology', 526);2;[0.9999997615814777, 8.764248219443636e-08, 1.4449802461092448e-07, 1.522997974471263e-08]
('high_school_psychology', 527);2;[4.1937956583795446e-13, 1.2015425731771786e-13, 7.287724095819692e-14, 1.0]
('high_school_psychology', 528);2;[7.835041785064389e-13, 1.3887943864964021e-11, 1.0, 6.224144622907783e-11]
('high_school_psychology', 529);2;[4.7849576742700785e-06, 8.31500964301382e-07, 2.753553023692875e-05, 0.9999668609159512]
('high_school_psychology', 530);2;[6.431393941452e-14, 4.1937956583795446e-13, 2.8823507934443873e-13, 1.0]
('high_school_psychology', 531);2;[2.646573638909117e-09, 3.1608814543136926e-10, 1.0, 2.4616969518153846e-10]
('high_school_psychology', 532);2;[1.8553895931777327e-07, 8.315279260963632e-07, 1.4449788680693535e-07, 0.9999988079084972]
('high_school_psychology', 533);2;[9.545034922840628e-12, 1.0, 2.172439935079017e-10, 3.2241867372567335e-08]
